DOI,Evidence,Licence,OA Status,Title,Authors,Author count,Author count>20,WoS/Scopus Authors,Local author count from WoS/Scopus,Local authors,Corresponding author,Local reprint authors,Corresponding author is local,Journal,Year,Publisher,Is OA,Genre,OA Journal,Version,Host of best version,Green version available,Repositories,Number of repositories,In local repository,In DOAJ,ISSNs,Archive accepted manuscript,Embargo,Archive published version,Published version embargo,Sherpa/Romeo Link,Scopus citations,Crossref citations,Free text url,In WoS,In Scopus,APC charged in DOAJ,DOAJ Currency,DOAJ APC,Publisher Currency,Publisher APC,USD APC,Altmetric,Media stories,Policy documents,Tweets,Altmetric link,Funders,Crossref funders,WoS Subjects,Crossref subjects
10.1002/int.22317,,,closed,Towards automated grape vine pruning: Learning by example using recurrent graph neural networks,"Fourie, Jaco: Machine Vision Group, Lincoln Agritech Ltd  Lincoln New Zealand; Bateman, Christopher: Machine Vision Group, Lincoln Agritech Ltd  Lincoln New Zealand; Hsiao, Jeffrey: Machine Vision Group, Lincoln Agritech Ltd  Lincoln New Zealand; Pahalawatta, Kapila: Machine Vision Group, Lincoln Agritech Ltd  Lincoln New Zealand; Batchelor, Oliver: College of Engineering, University of Canterbury  Christchurch New Zealand; Misse, Paul Epee: Department of Soil and Physical Sciences Lincoln University  Lincoln New Zealand; Werner, Armin: Machine Vision Group, Lincoln Agritech Ltd  Lincoln New Zealand",7,No,"[Fourie, Jaco; Bateman, Christopher; Hsiao, Jeffrey; Pahalawatta, Kapila; Werner, Armin] Lincoln Agritech Ltd, Machine Vis Grp, Lincoln, New Zealand; [Batchelor, Oliver] Univ Canterbury, Coll Engn, Christchurch, New Zealand; [Misse, Paul Epee] Lincoln Univ, Dept Soil & Phys Sci, Lincoln, New Zealand ",1,"Fourie, Jaco, Bateman, Christopher, Hsiao, Jeffrey, Pahalawatta, Kapila, Werner, Armin, Batchelor, Oliver, Misse, Paul Epee,","Fourie, J (corresponding author), Lincoln Agritech Ltd, POB 69133, Christchurch 7460, New Zealand.",,No,International Journal of Intelligent Systems,2020,Wiley,false,journal-article,false,,,No,,0,No,false,0884-8173 1098-111X ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/14768,,0,,Yes,No,,,,USD,2500,2500,0,0,0,0,,"New Zealand Ministry of Business, Innovation and EmploymentNew Zealand Ministry of Business, Innovation and Employment (MBIE) [UOAX1810]",,Computer Science,Theoretical Computer Science; Human-Computer Interaction; Software; Artificial Intelligence
10.1007/s10530-020-02388-1,,,closed,Integrating across knowledge systems to drive action on chronic biological invasions,"Mason, Norman W. H.; Burge, Olivia; Price, Robbie; Sprague, Rowan; Dymond, John; Watt, Mike; Roberts, Tessa; Paul, Thomas; Richardson, Brian; Rolando, Carol; Wyse, Sarah; Hulme, Philip E.; Stahlmann-Brown, Pike; Awatere, Shaun; Peltzer, Duane A.",15,No,"[Mason, Norman W. H.; Price, Robbie; Awatere, Shaun] Manaaki Whenua Landcare Res, Hamilton, New Zealand; [Burge, Olivia; Stahlmann-Brown, Pike; Peltzer, Duane A.] Manaaki Whenua Landcare Res, Lincoln, New Zealand; [Sprague, Rowan] New Zealand Wilding Conifer Management Grp, 200 Tuam St, Christchurch 8011, New Zealand; [Dymond, John] Manaaki Whenua Landcare Res, Palmerston North, New Zealand; [Watt, Mike] Scion, POB 29237, Christchurch 8041, New Zealand; [Roberts, Tessa] Minist Primary Ind, Biosecur New Zealand, Charles Fergusson Bldg,34-38 Bowen St,POB 2526, Wellington, New Zealand; [Paul, Thomas; Richardson, Brian; Rolando, Carol] Scion, 49 Sala St,Private Bag 3020, Rotorua 3010, New Zealand; [Wyse, Sarah; Hulme, Philip E.] Lincoln Univ, Bioprotect Res Ctr, POB 85084, Canterbury 7648, New Zealand ",1,"Mason, Norman W. H., Price, Robbie, Awatere, Shaun, Burge, Olivia, Stahlmann-Brown, Pike, Peltzer, Duane A., Sprague, Rowan, Dymond, John, Watt, Mike, Roberts, Tessa, Paul, Thomas, Richardson, Brian, Rolando, Carol, Wyse, Sarah, Hulme, Philip E.,","Mason, NWH (corresponding author), Manaaki Whenua Landcare Res, Hamilton, New Zealand.",,No,Biological Invasions,2020,Springer Science and Business Media LLC,false,journal-article,false,,,No,,0,No,false,1387-3547 1573-1464 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/16125,,0,,Yes,No,,,,USD,3000,3000,4,0,0,8,http://www.altmetric.com/details.php?citation_id=93209555,"New Zealand Ministry of Business, Innovation and Employment through the Winning Against Wildings research programme; Envirolink grant",Ministry for Business Innovation and Employment,Biodiversity & Conservation; Environmental Sciences & Ecology,Ecology; Ecology;  Evolution;  Behavior and Systematics
10.1071/MF20201,open (via page says license),cc-by-nc-nd,hybrid,Implications of water quality policy on land use: a case study of the approach in New Zealand,"McDowell, R. W.; Pletnyakov, P.; Lim, A.; Salmon, G.",4,No,"[McDowell, R. W.; Pletnyakov, P.] AgResearch, Lincoln Sci Ctr, Private Bag 4749, Christchurch 8140, New Zealand; [McDowell, R. W.] Lincoln Univ, Fac Agr & Life Sci, POB 85084, Christchurch 7647, New Zealand; [Lim, A.] Jade Garden Produce, 31 Lincoln Rolleston Rd,RD 8, Christchurch 7678, New Zealand; [Salmon, G.] Ecol Fdn, POB 756, Nelson 7040, New Zealand ",1,"McDowell, R. W., Pletnyakov, P.","McDowell, RW (corresponding author), AgResearch, Lincoln Sci Ctr, Private Bag 4749, Christchurch 8140, New Zealand.; McDowell, RW (corresponding author), Lincoln Univ, Fac Agr & Life Sci, POB 85084, Christchurch 7647, New Zealand.","McDowell, RW",Yes,Marine and Freshwater Research,2020,CSIRO Publishing,true,journal-article,false,publishedVersion,publisher,Yes,researcharchive.lincoln.ac.nz ,1,Yes,false,1323-1650 ,Yes,None,No,,https://v2.sherpa.ac.uk/id/publication/7746,,1,https://www.publish.csiro.au/mf/pdf/MF20201,Yes,No,,,,USD,2700,2700,0.25,0,0,1,http://www.altmetric.com/details.php?citation_id=92957018,,,Fisheries; Marine & Freshwater Biology; Oceanography,Ecology; Aquatic Science; Ecology;  Evolution;  Behavior and Systematics; Oceanography
10.1111/1745-5871.12446,,,closed,Towards an understanding of dialectical authenticity of historic landscapes in China,"Yang, Chen: Department of Landscape Architecture, College of Architecture and Urban Planning Tongji University  Shanghai 200092 China; Lawson, Gillian: School of Landscape Architecture, Faculty of Environment, Society and Design Lincoln University  Christchurch 7647 New Zealand; Sim, Jeannie: Department of Landscape Architecture, School of Design, Creative Industries Faculty Queensland University of Technology  Brisbane Queensland 4001 Australia; Han, Feng: Department of Landscape Architecture, College of Architecture and Urban Planning Tongji University  Shanghai 200092 China",4,No,"[Yang, Chen; Han, Feng] Tongji Univ, Dept Landscape Architecture, Coll Architecture & Urban Planning, 1239 Siping Rd, Shanghai 200092, Peoples R China; [Lawson, Gillian] Lincoln Univ, Sch Landscape Architecture, Fac Environm Soc & Design, Christchurch 7647, New Zealand; [Sim, Jeannie] Queensland Univ Technol, Sch Design, Creat Ind Fac, Dept Landscape Architecture, Brisbane, Qld 4001, Australia ",1,"Yang, Chen, Han, Feng, Lawson, Gillian","Yang, C (corresponding author), Tongji Univ, Dept Landscape Architecture, Coll Architecture & Urban Planning, 1239 Siping Rd, Shanghai 200092, Peoples R China.",,No,Geographical Research,2020,Wiley,false,journal-article,false,,,No,,0,No,false,1745-5863 1745-5871 ,Yes,24 months,No,,https://v2.sherpa.ac.uk/id/publication/6791,,0,,Yes,No,,,,USD,2900,2900,2.35,0,0,4,http://www.altmetric.com/details.php?citation_id=92643676,Research Funds for the International Open Projects in the College of Architecture and Urban Planning (CAUP) in Tongji University [2018040301]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [51608369],National Natural Science Foundation of China,Geography,Earth-Surface Processes; Geography;  Planning and Development
10.3897/neobiota.62.52463,oa journal (via doaj),cc-by,gold,The Epidemiological Framework for Biological Invasions (EFBI): an interdisciplinary foundation for the assessment of biosecurity threats,"Hulme, Philip E.; Baker, Richard; Freckleton, Robert; Hails, Rosemary S.; Hartley, Matt; Harwood, John; Marion, Glenn; Smith, Graham C.; Williamson, Mark",9,No,"[Hulme, Philip E.] Lincoln Univ, Bioprotect Res Ctr, POB 85084, Christchurch, New Zealand; [Baker, Richard] 40 Marygate, York YO30 7BH, N Yorkshire, England; [Freckleton, Robert] Univ Sheffield, Dept Anim & Plant Sci, Sheffield S10 2TN, S Yorkshire, England; [Hails, Rosemary S.] Natl Trust, Kemble Dr, Swindon SN2 2NA, Wilts, England; [Hartley, Matt] Zoo & Wildlife Solut Ltd, Gresford Rd, Hope LL12 9PW, Flintshire, Wales; [Harwood, John] Univ St Andrews, Ctr Res Ecol & Environm Modelling, St Andrews KY16 9LZ, Fife, Scotland; [Marion, Glenn] Biomath & Stat Scotland, James Clerk Maxwell Bldg,Kings Bldg, Edinburgh EH9 3FD, Midlothian, Scotland; [Smith, Graham C.] APHA, Natl Wildlife Management Ctr, York YO41 1LZ, N Yorkshire, England; [Williamson, Mark] Univ York, Dept Biol, York YO10 5DD, N Yorkshire, England ",1,"Hulme, Philip E.","Hulme, PE (corresponding author), Lincoln Univ, Bioprotect Res Ctr, POB 85084, Christchurch, New Zealand.","Hulme, PE",Yes,NeoBiota,2020,Pensoft Publishers,true,journal-article,true,publishedVersion,publisher,Yes,research-repository.st-andrews.ac.uk zenodo.org ,2,No,TRUE,1314-2488 1619-0033 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/18651,,6,https://neobiota.pensoft.net/article/52463/download/pdf/,Yes,No,Yes,EUR,200,,,245,3.5,0,0,6,http://www.altmetric.com/details.php?citation_id=92551514,Natural Environment Research CouncilUK Research & Innovation (UKRI)Natural Environment Research Council (NERC) [R8-H12-01]; English Nature; National Research Foundation of South AfricaNational Research Foundation - South Africa; Stellenbosch University,,Biodiversity & Conservation; Environmental Sciences & Ecology,Ecological Modelling; Plant Science; Ecology; Insect Science; Animal Science and Zoology; Aquatic Science; Ecology;  Evolution;  Behavior and Systematics
10.1111/ele.13620,,,closed,Spatial co-localisation of extreme weather events: a clear and present danger,"Dodd, Rosalind J.: Department of Soil and Physical Sciences Lincoln University Lincoln Christchurch7647New Zealand, School of Natural Sciences Bangor University Bangor GwyneddLL57 2UWUK; Chadwick, David R.: School of Natural Sciences Bangor University Bangor GwyneddLL57 2UWUK; Harris, Ian M.: School of Natural Sciences Bangor University Bangor GwyneddLL57 2UWUK; Hines, Adrian: Met Office FitzRoy Road Exeter DevonEX1 3PBUK; Hollis, Dan: Met Office FitzRoy Road Exeter DevonEX1 3PBUK; Economou, Theodoros: Department of Mathematics University of Exeter North Park Road Exeter DevonEX4 4QEUK; Gwynn-Jones, Dylan: Institute of Biological Environmental &amp; Rural Sciences Aberystwyth University Aberystwyth CeredigionSY23 3DAUK; Scullion, John: Institute of Biological Environmental &amp; Rural Sciences Aberystwyth University Aberystwyth CeredigionSY23 3DAUK; Robinson, David A.: UK Centre for Ecology and Hydrology Environment Centre Wales Bangor GwyneddLL57 2UWUK; Jones, David L.: School of Natural Sciences Bangor University Bangor GwyneddLL57 2UWUK, SoilsWestUWA School of Agriculture and EnvironmentThe University of Western Australia Perth WA6009Australia; Crowther, Thomas",11,No,"[Dodd, Rosalind J.] Lincoln Univ, Dept Soil & Phys Sci, Christchurch 7647, New Zealand; [Dodd, Rosalind J.; Chadwick, David R.; Harris, Ian M.; Jones, David L.] Bangor Univ, Sch Nat Sci, Bangor LL57 2UW, Gwynedd, Wales; [Hines, Adrian; Hollis, Dan] Met Off, FitzRoy Rd, Exeter EX1 3PB, Devon, England; [Economou, Theodoros] Univ Exeter, Dept Math, North Pk Rd, Exeter EX4 4QE, Devon, England; [Gwynn-Jones, Dylan; Scullion, John] Aberystwyth Univ, Inst Biol Environm & Rural Sci, Aberystwyth SY23 3DA, Ceredigion, Wales; [Robinson, David A.] Environm Ctr Wales, UK Ctr Ecol & Hydrol, Bangor LL57 2UW, Gwynedd, Wales; [Jones, David L.] Univ Western Australia, UWA Sch Agr & Environm, SoilsWest, Perth, WA 6009, Australia ",1,"Dodd, Rosalind J.","Dodd, RJ (corresponding author), Lincoln Univ, Dept Soil & Phys Sci, Christchurch 7647, New Zealand.; Dodd, RJ; Jones, DL (corresponding author), Bangor Univ, Sch Nat Sci, Bangor LL57 2UW, Gwynedd, Wales.; Jones, DL (corresponding author), Univ Western Australia, UWA Sch Agr & Environm, SoilsWest, Perth, WA 6009, Australia.","Dodd, RJ",Yes,Ecology Letters,2020,Wiley,false,journal-article,false,,,No,,0,No,false,1461-023X 1461-0248 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/6991,,0,,Yes,No,,,,USD,4300,4300,15.05,0,0,19,http://www.altmetric.com/details.php?citation_id=92322977,"Welsh Government; Higher Education Funding Council for Wales through the Ser Cymru National Research Network for Low Carbon, Energy and Environment (SCNRLCEE)",Higher Education Funding Council for Wales,Environmental Sciences & Ecology,Ecology;  Evolution;  Behavior and Systematics
10.1111/1365-2664.13755,open (via crossref license),cc-by,hybrid,Pollinator monitoring more than pays for itself,"Breeze, Tom D.: School of Agriculture, Policy and Development University of Reading Reading UK; Bailey, Alison P.: Department Land Management and Systems Lincoln University Lincoln New Zealand; Balcombe, Kelvin G.: School of Agriculture, Policy and Development University of Reading Reading UK; Brereton, Tom: Butterfly Conservation Wareham UK; Comont, Richard: Bumblebee Conservation Trust Stirling UK; Edwards, Mike: Edwards Ecological and Data Services Ltd Wallingford UK; Garratt, Michael P.: School of Agriculture, Policy and Development University of Reading Reading UK; Harvey, Martin: School of Environment, Earth and Ecosystem Sciences The Open University Milton Keynes UK; Hawes, Cathy: The James Hutton Institute Dundee UK; Isaac, Nick: Centre for Ecology and Hydrology Wallingford UK; Jitlal, Mark: Queen Mary University of London London UK; Jones, Catherine M.: Buglife the Invertebrate Conservation Trust Orton Waterville UK; Kunin, William E.: Department of Biology Leeds University Leeds UK; Lee, Paul: Hymettus Wallingford UK; Morris, Roger K. A.: Hoverfly Recording Scheme Wallingford UK; Musgrove, Andy: British Trust for Ornithology Thetford UK; O'Connor, Rory S.: School of Agriculture, Policy and Development University of Reading Reading UK, Department of Biology Leeds University Leeds UK; Peyton, Jodey: Centre for Ecology and Hydrology Wallingford UK; Potts, Simon G.: School of Agriculture, Policy and Development University of Reading Reading UK; Roberts, Stuart P. M.: Hymettus Wallingford UK; Roy, David B.: Centre for Ecology and Hydrology Wallingford UK",26,Yes,"[Breeze, Tom D.; Balcombe, Kelvin G.; Garratt, Michael P.; OConnor, Rory S.; Potts, Simon G.] Univ Reading, Sch Agr Policy & Dev, Reading, Berks, England; [Bailey, Alison P.] Lincoln Univ, Dept Land Management & Syst, Lincoln, New Zealand; [Brereton, Tom] Butterfly Conservat, Wareham, Dorset, England; [Comont, Richard] Bumblebee Conservat Trust, Stirling, Scotland; [Edwards, Mike] Edwards Ecol & Data Serv Ltd, Wallingford, Oxon, England; [Harvey, Martin] Open Univ, Sch Environm Earth & Ecosyst Sci, Milton Keynes, Bucks, England; [Hawes, Cathy] James Hutton Inst, Dundee, Scotland; [Isaac, Nick; Peyton, Jodey; Roy, David B.; Roy, Helen E.; Carvell, Claire] Ctr Ecol & Hydrol, Wallingford, Oxon, England; [Jitlal, Mark] Queen Mary Univ London, London, England; [Jones, Catherine M.] Buglife Invertebrate Conservat Trust, Orton Waterville, England; [Kunin, William E.; OConnor, Rory S.] Univ Leeds, Dept Biol, Leeds, W Yorkshire, England; [Lee, Paul; Roberts, Stuart P. M.] Hymettus, Wallingford, Oxon, England; [Morris, Roger K. A.] Hoverfly Recording Scheme, Wallingford, Oxon, England; [Musgrove, Andy] British Trust Ornithol, Thetford, England; [Tang, Cuong Q.] NatureMetrics Ltd, Egham, Surrey, England; [Vanbergen, Adam J.] INRA, Paris, France ",1,"Breeze, Tom D., Balcombe, Kelvin G., Garratt, Michael P., OConnor, Rory S., Potts, Simon G., Bailey, Alison P.","Breeze, TD (corresponding author), Univ Reading, Sch Agr Policy & Dev, Reading, Berks, England.",,No,Journal of Applied Ecology,2020,Wiley,true,journal-article,false,publishedVersion,publisher,Yes,eprints.whiterose.ac.uk centaur.reading.ac.uk nora.nerc.ac.uk oro.open.ac.uk ,4,No,false,0021-8901 1365-2664 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/3269,,1,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2664.13755,Yes,No,,,,USD,3000,3000,103.96,7,1,59,http://www.altmetric.com/details.php?citation_id=91972060,"Global Food Security programme (BBSRC)UK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC) [BB/R00580X/1]; Global Food Security programme (NERC) [BB/R00580X/1]; Global Food Security programme (ESRC) [BB/R00580X/1]; Global Food Security programme (Scottish Government) [BB/R00580X/1]; UK Department for Environment, Food and Rural AffairsDepartment for Environment, Food & Rural Affairs (DEFRA); UK Centre for Ecology Hydrology; Scottish Government; Welsh Government; Natural Environment Research CouncilUK Research & Innovation (UKRI)Natural Environment Research Council (NERC) [NE/R016429/1]",Scottish Government; Natural Environment Research Council,Biodiversity & Conservation; Environmental Sciences & Ecology,Ecology
10.1007/s10068-020-00831-6,,,closed,"Microbial inactivation by high pressure processing: principle, mechanism and factors responsible","Sehrawat, Rachna; Kaur, Barjinder Pal; Nema, Prabhat K.; Tewari, Somya; Kumar, Lokesh",5,No,"[Sehrawat, Rachna; Kaur, Barjinder Pal; Nema, Prabhat K.; Tewari, Somya] Natl Inst Food Technol Entrepreneurship & Managem, Dept Food Engn, Sonepat 131028, Haryana, India; [Sehrawat, Rachna] Natl Inst Technol Rourkela, Dept Food Proc Engn, Rourkela 769008, Odisha, India; [Kumar, Lokesh] Lincoln Univ, Dept Wine Food & Mol Biosci, Canterbury 7647, New Zealand ",1,"Sehrawat, Rachna, Kaur, Barjinder Pal, Nema, Prabhat K., Tewari, Somya, Kumar, Lokesh,","Nema, PK (corresponding author), Natl Inst Food Technol Entrepreneurship & Managem, Dept Food Engn, Sonepat 131028, Haryana, India.",,No,Food Science and Biotechnology,2020,Springer Science and Business Media LLC,false,journal-article,false,,,No,,0,No,false,1226-7708 2092-6456 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/15767,,0,,Yes,No,,,,USD,3000,3000,0,0,0,0,,,,Food Science & Technology,Biotechnology; Food Science; Applied Microbiology and Biotechnology
10.21002/seam.v14i2.11771,oa journal (via observed oa rate),,diamond,Do Export Activities Improve Small Firm Performance? Evidence from Indonesia,"Alta, Aditya; Revindo, Mohamad Dian; Gan, Christopher",3,No,"[Revindo, Mohamad Dian] Univ Indonesia SKSG UI, Grad Sch Strateg & Global Studies, Jakarta, Indonesia; [Revindo, Mohamad Dian; Alta, Aditya] Univ Indonesia LPEM FEB UI, Fac Econ & Business, Inst Econ & Social Res, Jakarta, Indonesia; [Gan, Christopher] Lincoln Univ, Dept Business & Finance, Fac Agribusiness & Commerce, POB 85084, Christchurch, New Zealand ",1,"Revindo, Mohamad Dian, Alta, Aditya, Gan, Christopher,","Alta, A (corresponding author), Univ Indonesia LPEM FEB UI, Fac Econ & Business, Inst Econ & Social Res, Jakarta, Indonesia.",,No,The South East Asian Journal of Management,2020,Fakultas Ekonomi dan Bisnis Universitas Indonesia,true,journal-article,true,publishedVersion,publisher,No,,0,No,TRUE,2355-6641 1978-1989 ,No data,,,,,,0,https://doi.org/10.21002/seam.v14i2.11771,Yes,No,No,,,,,0,0,0,0,0,,,,Business & Economics,
10.3390/jrfm13100222,oa journal (via doaj),cc-by,gold,Formal Finance Usage and Innovative SMEs: Evidence from ASEAN Countries,"Arif, Muhammad; Hasan, Mudassar; Shafique Joyo, Ahmed; Gan, Christopher; Abidin, Sazali",5,No,"[Arif, Muhammad; Gan, Christopher; Abidin, Sazali] Lincoln Univ, Dept Financial & Business Syst, 21 Ellesmere Junct Rd, Christchurch 7674, New Zealand; [Arif, Muhammad; Shafique Joyo, Ahmed] Shaheed Benazir Bhutto Univ, Dept Business Adm, Shaheed 67450, Benazirabad, Pakistan; [Hasan, Mudassar] Univ Lahore, Lahore Business Sch, Lahore 54000, Pakistan ",1,"Arif, Muhammad, Gan, Christopher, Abidin, Sazali","Arif, M (corresponding author), Lincoln Univ, Dept Financial & Business Syst, 21 Ellesmere Junct Rd, Christchurch 7674, New Zealand.; Arif, M (corresponding author), Shaheed Benazir Bhutto Univ, Dept Business Adm, Shaheed 67450, Benazirabad, Pakistan.","Arif, M",Yes,Journal of Risk and Financial Management,2020,MDPI AG,true,journal-article,true,publishedVersion,publisher,Yes,researcharchive.lincoln.ac.nz ,1,Yes,TRUE,1911-8074 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/25583,,0,https://www.mdpi.com/1911-8074/13/10/222/pdf,Yes,No,Yes,CHF,350,,,389,1.35,0,0,2,http://www.altmetric.com/details.php?citation_id=91101820,,,Business & Economics,
